Дата	Время	Вид ДТП	Место	Улица	Дом	Дорога	Километр	Метр	Долгота	Долгота, градусы	Долгота, минуты	Долгота, секунды	Широта	Широта, градусы	Широта, минуты	Широта, секунды	Погибло	Погибло детей	Ранено	Ранено детей
07.10.2015	13:00	Столкновение	Республика Марий Эл, Волжск	Октябрьская ул	62а				48.3508	48	21	2	55.8525	55	51	9	0	0	0	0
07.10.2015	12:30	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	17				48.3789	48	22	44	55.86	55	51	36	0	0	0	0
07.10.2015	12:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	43				47.8722	47	52	19	56.4264	56	25	35	0	0	0	0
07.10.2015	12:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская Слобода ул	57				47.8575	47	51	27	56.4125	56	24	45	0	0	0	0
07.10.2015	10:00	Столкновение	Республика Марий Эл, Волжск	Шестакова ул	18				48.5667	48	34	0	55.1339	55	8	2	0	0	0	0
07.10.2015	9:05	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	15а				47.8583	47	51	29	56.4292	56	25	45	0	0	0	0
07.10.2015	8:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Победы б-р	23				47.8533	47	51	11	56.6069	56	36	24	0	0	0	0
07.10.2015	8:30	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Уржум	13	0	48.2392	48	14	21	56.4116	56	24	41	0	0	0	0
07.10.2015	8:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	22а				47.8561	47	51	21	56.6069	56	36	24	0	0	0	0
07.10.2015	8:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	114				47.8558	47	51	20	56.5903	56	35	25	0	0	0	0
07.10.2015	8:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	124				47.8578	47	51	28	56.4264	56	25	35	0	0	0	0
07.10.2015	7:55	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Либкнехта ул	100				47.9456	47	56	44	56.6325	56	37	57	0	0	0	0
07.10.2015	7:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Зарубина ул	20а				47.8533	47	51	11	56.6064	56	36	23	0	0	0	0
07.10.2015	7:40	Наезд на пешехода	Республика Марий Эл, Волжский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	91	453	48.3675	48	22	3	55.9172	55	55	1	0	0	1	1
07.10.2015	7:30	Столкновение	Республика Марий Эл, Йошкар-Ола						47.8867	47	53	12	56.6569	56	39	24	0	0	0	0
07.10.2015	7:25	Наезд на стоящее ТС	Республика Марий Эл, Новоторъяльский район, Пектубаевский, с Пектубаево	Коммунистическая ул	1				48.3919	48	23	30	57.0344	57	2	3	0	0	0	0
07.10.2015	3:00	Наезд на препятствие	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	32	0	48.3344	48	20	3	56.7472	56	44	49	0	0	0	0
07.11.2015	23:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Звездная ул	16				47.8561	47	51	21	56.5397	56	32	22	0	0	0	0
07.11.2015	22:30	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Зарубина ул	57				47.8642	47	51	51	56.64	56	38	24	0	0	1	0
07.11.2015	20:30	Наезд на стоящее ТС	Республика Марий Эл, Моркинский район, Морки	Зеленая ул	15				48.9408	48	56	26	56.7253	56	43	31	0	0	0	0
07.11.2015	20:00	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Шойбулакский, д Аксаркино						47.5881	47	35	17	56.461	56	27	39	0	0	0	0
07.11.2015	19:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	46				47.8561	47	51	21	56.7064	56	42	23	0	0	0	0
07.11.2015	19:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	14				47.8533	47	51	11	56.5397	56	32	22	0	0	0	0
07.11.2015	18:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	34				47.8867	47	53	12	56.5397	56	32	22	0	0	0	0
07.11.2015	18:20	Наезд на стоящее ТС	Республика Марий Эл, Волжский район, Приволжский	Юбилейная ул	49А				48.4197	48	25	10	55.9581	55	57	29	0	0	0	0
07.11.2015	17:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	60				47.8533	47	51	11	56.5731	56	34	23	0	0	0	0
07.11.2015	17:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	28				47.8558	47	51	20	56.7728	56	46	22	0	0	0	0
07.11.2015	17:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	60				47.8533	47	51	11	56.4397	56	26	22	0	0	0	0
07.11.2015	16:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Анциферова ул	19				47.8558	47	51	20	56.5397	56	32	22	0	0	0	0
07.11.2015	14:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Победы б-р	19				47.8533	47	51	11	56.5397	56	32	22	0	0	0	0
07.11.2015	13:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Васильева ул	6В				47.8533	47	51	11	56.4397	56	26	22	0	0	0	0
07.11.2015	13:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	27				47.3244	47	19	27	56.2717	56	16	18	0	0	0	0
07.11.2015	13:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Лебедева ул	57				47.6033	47	36	11	56.7644	56	45	51	0	0	0	0
07.11.2015	12:45	Столкновение	Республика Марий Эл, Звениговский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	54	0	48.385	48	23	6	56.3619	56	21	42	0	0	0	0
07.11.2015	11:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	25				47.8533	47	51	11	56.4397	56	26	22	0	0	0	0
07.11.2015	11:35	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	22				47.8533	47	51	11	56.4397	56	26	22	0	0	0	0
07.11.2015	11:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	19				47.8533	47	51	11	56.5397	56	32	22	0	0	0	0
07.11.2015	9:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Сернурская ул	18				47.8533	47	51	11	56.2731	56	16	23	0	0	0	0
07.11.2015	9:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Чернякова ул	7б				47.8725	47	52	21	56.5397	56	32	22	0	0	0	0
07.11.2015	9:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	120А				47.8533	47	51	11	56.4422	56	26	31	0	0	0	0
07.11.2015	9:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Краснофлотская ул	30				47.8461	47	50	45	56.6319	56	37	54	0	0	0	0
07.11.2015	8:00	Наезд на препятствие	Республика Марий Эл, Мари-Турекский район, Тат-Китнинский, д Тат-Китня	Пушкина ул	1				49.7131	49	42	47	56.7856	56	47	8	0	0	0	0
07.11.2015	6:45	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Краснофлотская ул	30				47.8461	47	50	45	56.6319	56	37	54	0	0	0	0
07.11.2015	6:00	Наезд на препятствие	Республика Марий Эл, Медведевский район			Йошкар-Ола-Зеленодольск Магистраль "Волга"-Кульбаш	8	0	47.584	47	35	2	56.357	56	21	25	0	0	0	0
07.11.2015	5:20	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Суворова ул	19				47.9028	47	54	10	56.6469	56	38	48	0	0	1	0
07.11.2015	2:00	Съезд с дороги	Республика Марий Эл, Мари-Турекский район			Елеево - Мари-Турек - Лопово	57	200	50.064	50	3	50	56.3379	56	20	16	0	0	0	0
07.11.2015	0:35	Иной вид ДТП	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	8	0	47.5849	47	35	5	56.358	56	21	28	0	0	0	0
07.12.2015	21:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	36				47.8056	47	48	20	56.6125	56	36	45	0	0	0	0
07.12.2015	19:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	6				47.7906	47	47	26	56.4789	56	28	44	0	0	0	0
07.12.2015	18:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Димитрова ул	2				47.8569	47	51	24	56.5464	56	32	47	0	0	0	0
07.12.2015	18:45	Наезд на внезапно возникшее препятствие	Республика Марий Эл, Моркинский район, Морки	Хасанова ул	5				49.1667	49	10	0	56.2553	56	15	18	0	0	0	0
07.12.2015	18:10	Отбрасывание предмета(отсоединение колеса)	Республика Марий Эл, Медведевский район			от Чебоксар через плотину Чебоксарской ГЭС на Йошкар-Олу, Киров до Сыктывкара	101	0	47.5444	47	32	39	56.4213	56	25	16	0	0	0	0
07.12.2015	18:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	124				47.8603	47	51	37	56.5464	56	32	47	0	0	0	0
07.12.2015	17:45	Наезд на пешехода	Республика Марий Эл, Волжск	Щорса ул	4				48.3767	48	22	36	55.8569	55	51	24	0	0	1	0
07.12.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Подольских Курсантов ул	13				47.7919	47	47	30	56.4797	56	28	46	0	0	0	0
07.12.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова пер	41				47.8097	47	48	34	56.4956	56	29	44	0	0	0	0
07.12.2015	17:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	22				47.8783	47	52	41	56.8972	56	53	49	0	0	0	0
07.12.2015	16:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Царьградский пр.	35				47.8481	47	50	53	56.8975	56	53	51	0	0	0	0
07.12.2015	16:45	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Водопроводная	43				47.9083	47	54	29	56.6453	56	38	43	0	0	0	0
07.12.2015	16:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Куйбышева ул	35а				47.8075	47	48	27	56.5242	56	31	27	0	0	0	0
07.12.2015	16:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Воскресенский пр.	1				47.8256	47	49	32	56.5456	56	32	44	0	0	0	0
07.12.2015	16:10	Наезд на стоящее ТС	Республика Марий Эл, Волжск	107 Бригады ул	6				48.3739	48	22	26	55.8822	55	52	55	0	0	0	0
07.12.2015	15:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	34				47.8567	47	51	24	56.56	56	33	36	0	0	0	0
07.12.2015	15:10	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Петрова ул	12				47.7919	47	47	30	56.5289	56	31	44	0	0	0	0
07.12.2015	14:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	113				47.8394	47	50	21	56.545	56	32	42	0	0	0	0
07.12.2015	14:30	Столкновение	Республика Марий Эл, Новоторъяльский район			Нурсола - Новый Торъял	8	310	48.7006	48	42	2	56.9836	56	59	0	0	0	1	0
07.12.2015	14:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова пер	41				47.8589	47	51	32	56.4292	56	25	45	0	0	0	0
07.12.2015	14:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	46а				47.8225	47	49	21	56.5617	56	33	42	0	0	0	0
07.12.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	2-й мкр	31				46.5347	46	32	4	56.3172	56	19	1	0	0	0	0
07.12.2015	13:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	12				47.7556	47	45	20	56.4792	56	28	45	0	0	0	0
07.12.2015	12:45	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	5а				47.9081	47	54	29	56.6303	56	37	49	0	0	0	0
07.12.2015	12:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	24				47.7583	47	45	29	56.5464	56	32	47	0	0	0	0
07.12.2015	11:45	Столкновение	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Интернатская ул	4				47.81	47	48	36	56.5061	56	30	21	0	0	0	0
07.12.2015	11:30	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	2-й мкр	1				46.5347	46	32	4	56.3167	56	19	0	0	0	0	0
07.12.2015	11:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Складская ул	18				47.8075	47	48	27	56.4292	56	25	45	0	0	0	0
07.12.2015	11:00	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Строительная ул	15				48.3692	48	22	9	55.8686	55	52	6	0	0	0	0
07.12.2015	11:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	2				47.8583	47	51	29	56.4611	56	27	39	0	0	0	0
07.12.2015	11:00	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Строителей ул	15				48.3692	48	22	9	55.8686	55	52	6	0	0	1	0
07.12.2015	10:50	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Медведево	Чехова ул	10				47.4637	47	27	49	56.3816	56	22	53	0	0	0	0
07.12.2015	8:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Анциферова ул	2а				47.8558	47	51	20	56.5444	56	32	39	0	0	0	0
07.12.2015	7:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	15				47.81	47	48	36	56.4292	56	25	45	0	0	0	0
07.12.2015	6:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	16				47.8078	47	48	28	56.4792	56	28	45	0	0	0	0
07.12.2015	6:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская пл	117				47.8575	47	51	27	56.5114	56	30	41	0	0	0	0
07.12.2015	0:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	32				47.8078	47	48	28	56.5394	56	32	21	0	0	0	0
08.01.2015	21:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	114				47.8947	47	53	40	56.6281	56	37	41	0	0	0	0
08.01.2015	21:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	31				47.8997	47	53	58	56.6342	56	38	3	0	0	0	0
08.01.2015	21:10	Столкновение	Республика Марий Эл, Волжский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	87	630	48.3664	48	21	59	55.9528	55	57	10	0	0	0	0
08.01.2015	21:00	Наезд на стоящее ТС	Республика Марий Эл, Звениговский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	62	0	48.4675	48	28	3	56.2669	56	16	0	0	0	0	0
08.01.2015	20:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Кремлевская	21				47.485	47	29	6	56.6664	56	39	59	0	0	0	0
08.01.2015	19:30	Наезд на препятствие	Республика Марий Эл, Волжский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	72	500	48.3497	48	20	58	56.0831	56	4	59	0	0	0	0
08.01.2015	19:20	Столкновение	Республика Марий Эл, Звениговский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	62	0	48.4675	48	28	3	56.2669	56	16	0	0	0	0	0
08.01.2015	19:20	Наезд на животное	Республика Марий Эл, Волжский район			Помары - Коркатово	33	0	48.8056	48	48	20	56.0997	56	5	58	0	0	0	0
08.01.2015	18:55	Столкновение	Республика Марий Эл, Звениговский район			от Чебоксар через плотину Чебоксарской ГЭС на Йошкар-Олу, Киров до Сыктывкара	19	0	47.4681	47	28	5	56.1736	56	10	24	0	0	0	0
08.01.2015	18:55	Столкновение	Республика Марий Эл, Звениговский район			Звенигово - Шелангер - Морки	19	0	48.8686	48	52	6	56.1333	56	7	59	0	0	0	0
08.01.2015	18:45	Столкновение	Республика Марий Эл, Медведевский район, Медведево	Советская ул	9				47.8042	47	48	15	56.6315	56	37	53	0	0	0	0
08.01.2015	18:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	154				47.8578	47	51	28	56.6525	56	39	9	0	0	0	0
08.01.2015	17:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	8				47.9253	47	55	31	56.625	56	37	30	0	0	0	0
08.01.2015	17:30	Наезд на стоящее ТС	Республика Марий Эл, Звениговский район, Красногорский	Первомайская ул	36				48.5525	48	33	9	56.2519	56	15	6	0	0	0	0
08.01.2015	17:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	1				47.8317	47	49	54	56.645	56	38	42	0	0	0	0
08.01.2015	16:50	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Советская ул	134				47.8317	47	49	54	56.64	56	38	24	0	0	0	0
08.01.2015	16:45	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Анникова ул	8А				47.8572	47	51	25	56.6406	56	38	26	0	0	0	0
08.01.2015	16:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	15А				47.8861	47	53	9	56.6258	56	37	32	0	0	0	0
08.01.2015	15:30	Столкновение	Республика Марий Эл, Медведевский район, Медведево	Ленина ул	5				47.7937	47	47	37	56.6347	56	38	4	0	0	0	0
08.01.2015	15:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Димитрова ул	51				47.8486	47	50	54	56.6464	56	38	47	0	0	2	0
08.01.2015	15:20	Столкновение	Республика Марий Эл, Волжск	Прохорова ул	82				48.3639	48	21	50	55.8825	55	52	57	0	0	0	0
08.01.2015	15:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Ползунова ул	25				47.8572	47	51	25	56.6414	56	38	29	0	0	0	0
08.01.2015	14:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	6				47.9281	47	55	41	56.6286	56	37	42	0	0	0	0
08.01.2015	14:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	133				47.8767	47	52	36	56.6119	56	36	42	0	0	0	0
08.01.2015	14:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	42				47.8814	47	52	53	56.6431	56	38	35	0	0	0	0
08.01.2015	14:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Баумана ул	13				47.8453	47	50	43	56.6406	56	38	26	0	0	0	0
08.01.2015	14:00	Наезд на препятствие	Республика Марий Эл, Звениговский район, Красногорский	Ленина ул	40				48.3333	48	19	59	56.1333	56	7	59	0	0	0	0
08.01.2015	13:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Вознесенская	35				47.9028	47	54	10	56.6389	56	38	20	0	0	0	0
08.01.2015	13:30	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Уржум	19	450	48.7409	48	44	27	56.4333	56	25	59	0	0	0	0
08.01.2015	13:20	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Петрова ул	4				47.9219	47	55	18	56.6281	56	37	41	0	0	0	0
08.01.2015	12:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	5А				47.9089	47	54	32	56.6303	56	37	49	0	0	0	0
08.01.2015	12:45	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	118А				47.8547	47	51	16	56.6439	56	38	38	0	0	0	0
08.01.2015	12:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	15				47.8431	47	50	35	56.6425	56	38	33	0	0	0	0
08.01.2015	12:40	Съезд с дороги	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	54	370	48.6784	48	40	42	56.7919	56	47	30	0	0	1	0
08.01.2015	12:30	Столкновение	Республика Марий Эл, Советский район, Советский	Советская ул	36				48.4819	48	28	54	56.7606	56	45	38	0	0	0	0
08.01.2015	12:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	22				47.9089	47	54	32	56.6239	56	37	26	0	0	0	0
08.01.2015	12:15	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	62				48.3664	48	21	59	55.8967	55	53	48	0	0	0	0
08.01.2015	11:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	15				47.9311	47	55	51	56.6406	56	38	26	0	0	0	0
08.01.2015	11:35	Съезд с дороги	Республика Марий Эл, Сернурский район			Йошкар-Ола - Уржум	90	0	49.1664	49	9	59	56.925	56	55	30	0	0	0	0
08.01.2015	11:30	Столкновение	Республика Марий Эл, Волжский район, Приволжский	Юбилейная ул	39				48.4203	48	25	13	55.9664	55	57	59	0	0	0	0
08.01.2015	11:10	Наезд на препятствие	Республика Марий Эл, Оршанский район, Оршанка	Советская ул	200				47.8986	47	53	54	56.9147	56	54	52	0	0	0	0
08.01.2015	10:50	Столкновение	Республика Марий Эл, Горномарийский район, Козьмодемьянск	2-й мкр	20				46.5336	46	32	0	56.3186	56	19	6	0	0	0	0
08.01.2015	10:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	17				47.8906	47	53	26	56.6258	56	37	32	0	0	0	0
08.01.2015	7:50	Столкновение	Республика Марий Эл, Звениговский район, Красногорский	Ленина ул	30				48.3333	48	19	59	56.1333	56	7	59	0	0	0	0
08.01.2015	2:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Дружбы ул	94В				47.8747	47	52	28	56.6533	56	39	11	0	0	0	0
08.02.2015	23:30	Столкновение	Республика Марий Эл, Волжский район						48.3831	48	22	59	55.9953	55	59	43	0	0	0	0
08.02.2015	22:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Успенская ул	15				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.02.2015	21:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Героев Сталинградской Битвы ул	42				47.9453	47	56	43	56.6269	56	37	36	0	0	2	0
08.02.2015	19:30	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Кырля ул	23				47.835	47	50	6	56.6411	56	38	27	0	0	0	0
08.02.2015	18:20	Столкновение	Республика Марий Эл, Волжск	Ленина ул	13				48.3831	48	22	59	55.8658	55	51	56	0	0	0	0
08.02.2015	18:20	Наезд на стоящее ТС	Республика Марий Эл, Волжский район			Часовенная - Волжск	93	0	48.3661	48	21	57	55.9122	55	54	43	0	0	0	0
08.02.2015	18:00	Наезд на препятствие	Республика Марий Эл, Медведевский район						48.1154	48	6	55	56.2246	56	13	28	0	0	0	0
08.02.2015	17:56	Столкновение	Республика Марий Эл, Йошкар-Ола	Кремлевская	21				47.8861	47	53	9	56.64	56	38	24	0	0	0	0
08.02.2015	17:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Луначарского ул	97				47.8922	47	53	31	56.62	56	37	12	0	0	0	0
08.02.2015	17:15	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Гагарина ул	103				46.5344	46	32	3	56.3169	56	19	0	0	0	0	0
08.02.2015	16:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Садовая ул	11				47.8617	47	51	42	56.64	56	38	24	0	0	0	0
08.02.2015	16:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	26				47.94	47	56	24	56.5744	56	34	27	0	0	0	0
08.02.2015	16:00	Столкновение	Республика Марий Эл, Звениговский район, Звенигово	Бутякова ул	94				48.0189	48	1	8	55.9525	55	57	9	0	0	0	0
08.02.2015	15:15	Столкновение	Республика Марий Эл, Сернурский район			Йошкар-Ола - Уржум	89	0	49.1664	49	9	59	56.925	56	55	30	0	0	0	0
08.02.2015	15:00	Наезд на препятствие	Республика Марий Эл, Медведевский район, Медведево	Мира ул	7				47.8083	47	48	29	56.6318	56	37	54	0	0	0	0
08.02.2015	14:55	Наезд на стоящее ТС	Республика Марий Эл, Сернурский район, Сернур	Советская ул	17				49.15	49	9	0	56.9414	56	56	29	0	0	0	0
08.02.2015	14:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Волкова ул	131				47.8861	47	53	9	56.5733	56	34	23	0	0	0	0
08.02.2015	14:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	114				47.8861	47	53	9	56.6444	56	38	39	0	0	0	0
08.02.2015	13:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Никиткино ул	1				47.4506	47	27	2	56.63	56	37	48	0	0	0	0
08.02.2015	12:35	Столкновение	Республика Марий Эл, Волжск	Ленина ул	67				48.3497	48	20	58	55.8689	55	52	8	0	0	0	0
08.02.2015	11:55	Столкновение	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Советская ул	10				47.9761	47	58	33	56.6544	56	39	15	0	0	0	0
08.02.2015	10:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	27				47.9222	47	55	19	56.6403	56	38	25	0	0	0	0
08.02.2015	10:00	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Троицко-Посадский, с Троицкий Посад	Пушкина ул	8				46.4508	46	27	2	56.2853	56	17	7	0	0	0	0
08.02.2015	4:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	59				47.8775	47	52	39	56.6439	56	38	38	0	0	0	0
08.02.2015	1:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	150				47.8803	47	52	49	56.6353	56	38	7	0	0	0	0
08.03.2015	23:50	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Медведево	Полевая ул	4				47.8038	47	48	13	56.6382	56	38	17	0	0	0	0
08.03.2015	20:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	28				47.3367	47	20	12	56.6164	56	36	59	0	0	0	0
08.03.2015	20:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	131а				47.8856	47	53	8	56.6133	56	36	47	0	0	0	0
08.03.2015	20:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Суворова ул	7				47.8581	47	51	29	56.6369	56	38	12	0	0	0	0
08.03.2015	19:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	116				47.8947	47	53	40	56.6272	56	37	37	0	0	0	0
08.03.2015	19:25	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Строителей ул	5				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.03.2015	19:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	42				47.8619	47	51	42	56.6408	56	38	26	0	0	0	0
08.03.2015	18:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	6				47.4906	47	29	26	56.4156	56	24	56	0	0	0	0
08.03.2015	17:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	9				47.8578	47	51	28	56.64	56	38	24	0	0	0	0
08.03.2015	17:15	Столкновение	Республика Марий Эл, Медведевский район, Медведево	Некрасова ул	23				47.8239	47	49	26	56.6339	56	38	2	0	0	0	0
08.03.2015	17:10	Наезд на стоящее ТС	Республика Марий Эл, Параньгинский район, Параньга	Кооперативная ул	124				49.3853	49	23	7	56.6858	56	41	8	0	0	0	0
08.03.2015	17:00	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Петрова ул	22а				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.03.2015	16:45	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Матюшенко ул	30				48.3719	48	22	18	55.8694	55	52	9	0	0	0	0
08.03.2015	16:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	42а				47.9481	47	56	53	56.6575	56	39	27	0	0	0	0
08.03.2015	16:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Вознесенская	74				47.2936	47	17	36	56.645	56	38	42	0	0	0	0
08.03.2015	15:50	Наезд на препятствие	Республика Марий Эл, Волжский район, Обшиярский, д Полевая	Новая ул	1				48.34	48	20	24	56.0181	56	1	5	0	0	0	0
