Дата	Время	Вид ДТП	Место	Улица	Дом	Дорога	Километр	Метр	Долгота	Долгота, градусы	Долгота, минуты	Долгота, секунды	Широта	Широта, градусы	Широта, минуты	Широта, секунды	Погибло	Погибло детей	Ранено	Ранено детей
22.04.2015	11:30	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Петрова ул	22а				47.8739	47	52	26	56.5572	56	33	25	0	0	0	0
22.04.2015	11:05	Наезд на стоящее ТС	Республика Марий Эл, Советский район, Советский	Победы ул	29				48.4756	48	28	32	56.7603	56	45	37	0	0	0	0
22.04.2015	10:45	Наезд на препятствие	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	22	0	48.0662	48	3	58	56.473	56	28	22	0	0	0	0
22.04.2015	10:30	Наезд на препятствие	Республика Марий Эл, Звениговский район, Звенигово	Вечеркина ул	2				48.0017	48	0	6	55.1519	55	9	6	0	0	0	0
22.04.2015	10:30	Столкновение	Республика Марий Эл, Волжск	Орлова ул	17				48.3483	48	20	53	55.87	55	52	12	0	0	0	0
22.04.2015	10:30	Отбрасывание предмета(отсоединение колеса)	Республика Марий Эл, Медведевский район			Йошкар-Ола - Санчурск	8	0	47.4804	47	28	49	56.3959	56	23	45	0	0	0	0
22.04.2015	10:28	Наезд на животное	Республика Марий Эл, Йошкар-Ола	Водопроводная	1а				47.8581	47	51	29	56.6458	56	38	44	0	0	0	0
22.04.2015	10:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Оршанское ш.	25а				47.8581	47	51	29	56.9369	56	56	12	0	0	0	0
22.04.2015	9:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	21				47.8581	47	51	29	56.6367	56	38	12	0	0	0	0
22.04.2015	8:49	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	20				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
22.04.2015	8:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Набережная Брюгге ул.	1				47.8886	47	53	18	56.4706	56	28	14	0	0	0	0
22.04.2015	8:40	Столкновение	Республика Марий Эл, Моркинский район, Морки	Советская ул	26а				48.9986	48	59	54	56.4307	56	25	50	0	0	0	0
22.04.2015	8:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	42				47.4386	47	26	18	56.5475	56	32	51	0	0	0	0
22.04.2015	7:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Первомайская ул	132				47.8858	47	53	8	56.6386	56	38	18	0	0	0	0
22.04.2015	7:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	8				47.5878	47	35	16	56.6247	56	37	28	0	0	0	0
22.04.2015	7:45	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Козьмодемьянск	7	0	47.8024	47	48	8	56.6395	56	38	22	0	0	0	0
22.04.2015	7:10	Наезд на препятствие	Республика Марий Эл, Звениговский район, Шелангерский, п Шелангер	60 летие победы	2а				48.4506	48	27	2	56.3683	56	22	5	0	0	0	0
22.04.2015	3:30	Опрокидывание	Республика Марий Эл, Сернурский район			Сернур - Казанское - Кукнур	25	300	48.1531	48	9	11	56.8967	56	53	48	0	0	2	0
22.04.2015	1:35	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола			Йошкар-Ола - Уржум	8	0	48.0939	48	5	38	56.6703	56	40	13	1	0	3	0
22.05.2015	23:00	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	114				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	23:00	Столкновение	Республика Марий Эл, Волжск	Йошкар-Олинское шоссе ул	10				48.3661	48	21	57	55.8886	55	53	18	0	0	0	0
22.05.2015	22:15	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Баумана ул	16				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	21:20	Наезд на стоящее ТС	Республика Марий Эл, Советский район, Советский	Маяковского ул	103				48.2832	48	16	59	56.4537	56	27	13	0	0	0	0
22.05.2015	20:25	Столкновение	Республика Марий Эл, Мари-Турекский район, Мари-Турек	Больничная ул	7				49.383	49	22	58	56.4756	56	28	32	0	0	0	0
22.05.2015	20:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Вашская ул	7				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	20:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	15				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	20:00	Наезд на препятствие	Республика Марий Эл, Волжский район, Обшиярский, д Полевая	Кожла-Сола ул	58				48.3347	48	20	4	56.0183	56	1	5	0	0	0	0
22.05.2015	19:48	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	168				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	19:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Первомайская ул	109а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	19:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Набережная Брюгге ул.	1				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	18:56	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	70				47.8572	47	51	25	56.6406	56	38	26	0	0	0	0
22.05.2015	18:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	98				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	18:15	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	16А				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	17:50	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Кирова ул	12				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	17:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	11				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	17:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	64				47.8572	47	51	25	56.6597	56	39	34	0	0	0	0
22.05.2015	17:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Хасанова ул	7				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	17:15	Столкновение	Республика Марий Эл, Волжск	Прохорова ул	106				48.3561	48	21	21	55.8781	55	52	41	0	0	0	0
22.05.2015	16:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	15а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	16:50	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Суворова ул	15а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	16:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	20				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	16:40	Наезд на стоящее ТС	Республика Марий Эл, Куженерский район, Куженер	Карла Маркса ул	11а				48.9158	48	54	56	56.8111	56	48	39	0	0	0	0
22.05.2015	16:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Зарубина ул	44				47.9406	47	56	26	56.64	56	38	24	0	0	0	0
22.05.2015	16:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Первомайская ул	114				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	15:45	Столкновение	Республика Марий Эл, Волжск	Кошкина ул	34				48.3997	48	23	58	55.8461	55	50	45	0	0	0	0
22.05.2015	12:15	Столкновение	Республика Марий Эл, Волжск	Ленина ул	53				48.3633	48	21	47	55.8642	55	51	51	0	0	0	0
22.05.2015	10:40	Столкновение	Республика Марий Эл, Звениговский район, Звенигово	Ленина ул	10а				48.0025	48	0	9	55.1519	55	9	6	0	0	0	0
22.05.2015	10:26	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	113				47.8578	47	51	28	56.6403	56	38	25	0	0	0	0
22.05.2015	8:49	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Петрова ул	19				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	7:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	17				47.8556	47	51	20	56.64	56	38	24	0	0	0	0
22.05.2015	7:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	120б				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	7:40	Наезд на велосипедиста	Республика Марий Эл, Медведевский район			Руэм - Яныково	0	750	47.7531	47	45	11	56.6342	56	38	3	0	0	1	0
22.05.2015	7:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	144				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.05.2015	7:30	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Петрова ул	24				46.5333	46	31	59	53.5667	53	34	0	0	0	0	0
22.05.2015	7:25	Столкновение	Республика Марий Эл, Сернурский район, Марисолинский, с Марисола	Центральная ул	34				49.0919	49	5	30	57.04	57	2	24	0	0	0	0
22.05.2015	5:00	Опрокидывание	Республика Марий Эл, Юринский район, Юрино	Карла Маркса ул	75				46.3128	46	18	46	56.2936	56	17	36	0	0	0	0
22.05.2015	2:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Первомайская ул	101				47.8711	47	52	15	56.64	56	38	24	0	0	0	0
22.05.2015	0:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Маркса ул	126				47.8711	47	52	15	56.64	56	38	24	0	0	0	0
22.05.2015	0:30	Наезд на препятствие	Республика Марий Эл, Медведевский район						47.4039	47	24	14	56.385	56	23	6	0	0	0	0
22.06.2015	23:00	Опрокидывание	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	47	0	48.5964	48	35	47	56.7697	56	46	10	0	0	0	0
22.06.2015	21:45	Столкновение	Республика Марий Эл, Волжск	Шестакова ул	6				48.5636	48	33	48	55.9997	55	59	58	0	0	0	0
22.06.2015	21:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Соловьева ул	2А				47.9033	47	54	11	56.5744	56	34	27	0	0	0	0
22.06.2015	20:00	Опрокидывание	Республика Марий Эл, Звениговский район			Кокшайск - Красногорский	21	750	48.1306	48	7	50	56.1472	56	8	49	1	0	1	1
22.06.2015	19:30	Опрокидывание	Республика Марий Эл, Юринский район, Юркинский, п Юркино	Советская ул	15				46.2208	46	13	14	56.5122	56	30	43	0	0	1	1
22.06.2015	18:45	Столкновение	Республика Марий Эл, Волжский район			Помары - Коркатово	20	700	48.6417	48	38	30	58.0089	58	0	32	1	0	3	0
22.06.2015	18:30	Опрокидывание	Республика Марий Эл, Медведевский район			Объездная автодорога г. Йошкар-Олы	38	560	48.2114	48	12	41	56.4021	56	24	7	0	0	2	0
22.06.2015	18:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Кремлевская	24				47.8533	47	51	11	56.64	56	38	24	0	0	0	0
22.06.2015	18:20	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	123				47.9075	47	54	27	56.8067	56	48	24	0	0	0	0
22.06.2015	18:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Павленко ул	51				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.06.2015	18:08	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Строителей ул	94				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	17:30	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Первомайская ул	109				47.8881	47	53	17	56.6397	56	38	22	0	0	1	1
22.06.2015	17:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	3				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.06.2015	17:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Дружбы ул	2				47.8878	47	53	16	56.64	56	38	24	0	0	0	0
22.06.2015	17:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	15				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.06.2015	16:40	Наезд на препятствие	Республика Марий Эл, Медведевский район						48.2509	48	15	3	56.2717	56	16	18	0	0	0	0
22.06.2015	16:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Звездная ул	21				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	15:30	Наезд на препятствие	Республика Марий Эл, Волжский район, Сотнурский, с Сотнур	Центральная ул	23				48.7678	48	46	4	56.1342	56	8	3	0	0	0	0
22.06.2015	15:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	84а				47.8572	47	51	25	56.6078	56	36	28	0	0	0	0
22.06.2015	15:08	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	121				47.8794	47	52	45	56.64	56	38	24	0	0	0	0
22.06.2015	15:02	Столкновение	Республика Марий Эл, Йошкар-Ола	Палантая ул	77				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	14:59	Столкновение	Республика Марий Эл, Йошкар-Ола	Суворова ул	7				47.9033	47	54	11	56.64	56	38	24	0	0	0	0
22.06.2015	13:10	Наезд на препятствие	Республика Марий Эл, Волжск	Коммунистическая ул	10				48.3417	48	20	30	55.8617	55	51	42	0	0	0	0
22.06.2015	12:45	Иной вид ДТП	Республика Марий Эл, Звениговский район						48.0853	48	5	7	56.1306	56	7	50	0	0	0	0
22.06.2015	12:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Соловьева ул	36				47.9031	47	54	11	56.64	56	38	24	0	0	0	0
22.06.2015	11:45	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Волкова ул	125				47.8564	47	51	23	56.64	56	38	24	0	0	0	0
22.06.2015	11:40	Столкновение	Республика Марий Эл, Волжск	Йошкар-Олинское шоссе ул	12				48.3614	48	21	41	55.8694	55	52	9	0	0	0	0
22.06.2015	10:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Кремлевская	28				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	10:46	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	6				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	10:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Гончарова ул	2А				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
22.06.2015	9:20	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Медведево	Школьная ул	1А				47.4821	47	28	55	56.3758	56	22	32	0	0	0	0
22.06.2015	9:12	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	6				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	8:06	Столкновение	Республика Марий Эл, Йошкар-Ола	Зарубина ул	53				47.8867	47	53	12	56.64	56	38	24	0	0	0	0
22.06.2015	7:55	Столкновение	Республика Марий Эл, Волжск	Грибоедова ул	4				55	55	0	0	48	48	0	0	0	0	0	0
22.06.2015	1:00	Опрокидывание	Республика Марий Эл, Медведевский район						48.6591	48	39	32	56.2633	56	15	47	0	0	0	0
22.07.2015	23:05	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	6				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	22:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	61				47.8575	47	51	27	56.6569	56	39	24	0	0	0	0
22.07.2015	21:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Чехова ул	65				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.07.2015	21:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Анникова ул	3				47.4267	47	25	36	56.4372	56	26	13	0	0	0	0
22.07.2015	21:15	Иной вид ДТП	Республика Марий Эл, Йошкар-Ола	Прохорова ул	50а				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	21:05	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	6				47.9233	47	55	23	56.6256	56	37	32	0	0	0	0
22.07.2015	20:40	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Мухина ул	16				48.3167	48	19	0	55.8836	55	53	0	0	0	0	0
22.07.2015	20:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	6				47.9233	47	55	23	56.6256	56	37	32	0	0	0	0
22.07.2015	19:55	Столкновение	Республика Марий Эл, Медведевский район			Нюхта - Поланур	2	350	47.5251	47	31	30	56.432	56	25	55	0	0	1	0
22.07.2015	19:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8572	47	51	25	56.6569	56	39	24	0	0	0	0
22.07.2015	19:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	25б				47.8892	47	53	21	56.6567	56	39	24	0	0	0	0
22.07.2015	18:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Прохорова ул	28				47.8578	47	51	28	56.6589	56	39	32	0	0	0	0
22.07.2015	18:55	Столкновение	Республика Марий Эл, Сернурский район			Кожласола - Шаба - Ерши	4	600	49.2536	49	15	12	57.1983	57	11	53	0	0	1	1
22.07.2015	18:25	Опрокидывание	Республика Марий Эл, Звениговский район			Кукшенеры - Мари-Луговая	0	500	48.2028	48	12	10	55.9456	55	56	44	0	0	4	2
22.07.2015	17:45	Наезд на стоящее ТС	Республика Марий Эл, Параньгинский район, Параньга	Тукаевская ул	68				49.4044	49	24	15	56.7083	56	42	29	0	0	0	0
22.07.2015	17:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	109				47.8575	47	51	27	56.6567	56	39	24	0	0	0	0
22.07.2015	17:10	Опрокидывание	Республика Марий Эл, Мари-Турекский район			Елеево - Мари-Турек - Лопово	46	350	49.9689	49	58	8	56.6114	56	36	41	0	0	1	0
22.07.2015	17:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	103				47.8533	47	51	11	56.6567	56	39	24	0	0	0	0
22.07.2015	17:00	Наезд на препятствие	Республика Марий Эл, Медведевский район						48.2542	48	15	15	56.335	56	20	5	0	0	0	0
22.07.2015	16:40	Столкновение	Республика Марий Эл, Волжск	Грибоедова ул	4				48.3281	48	19	41	55.8728	55	52	22	0	0	0	0
22.07.2015	15:45	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Водопроводная	46А				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	15:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Дзержинского ул	33				47.8567	47	51	24	56.6567	56	39	24	0	0	0	0
22.07.2015	15:00	Иной вид ДТП	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	10	0	47.5824	47	34	56	56.343	56	20	34	0	0	0	0
22.07.2015	14:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	19				47.87	47	52	12	56.5644	56	33	51	0	0	0	0
22.07.2015	14:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	164				47.8528	47	51	10	56.5572	56	33	25	0	0	0	0
22.07.2015	14:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Свердлова	46				47.8572	47	51	25	56.6564	56	39	23	0	0	0	0
22.07.2015	14:40	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Первомайская ул	104				56.5397	56	32	22	47.5922	47	35	31	0	0	1	0
22.07.2015	14:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Больничная ул	35				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.07.2015	14:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Кремлевская	19				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.07.2015	13:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	144				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.07.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Матюшенко ул	30б				48.3703	48	22	13	55.8681	55	52	5	0	0	0	0
22.07.2015	13:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Дружбы ул	2				47.8644	47	51	51	56.59	56	35	24	0	0	0	0
22.07.2015	13:05	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	12				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	13:00	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	3				47.7533	47	45	11	56.6567	56	39	24	0	0	0	0
22.07.2015	12:50	Съезд с дороги	Республика Марий Эл, Горномарийский район			Козьмодемьянск - Большой Сундырь	8	0	46.5506	46	33	2	56.2681	56	16	5	0	0	0	0
22.07.2015	12:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Лобачевского ул	12				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	12:25	Столкновение	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Учебная ул	4а				46.5333	46	31	59	56.3167	56	19	0	0	0	0	0
22.07.2015	12:20	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Козьмодемьянск	6	0	47.4966	47	29	47	56.3823	56	22	56	0	0	0	0
22.07.2015	12:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	11				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	12:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	6				47.8747	47	52	28	56.6492	56	38	57	0	0	2	0
22.07.2015	11:50	Иной вид ДТП	Республика Марий Эл, Йошкар-Ола	Рябинина ул	34				47.87	47	52	12	56.6567	56	39	24	0	0	0	0
22.07.2015	11:00	Иной вид ДТП	Республика Марий Эл, Медведевский район			объездная г. Йошкар-Ола	20	0	47.5227	47	31	21	56.3349	56	20	5	0	0	0	0
22.07.2015	10:30	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	32				47.8572	47	51	25	56.6589	56	39	32	0	0	0	0
22.07.2015	10:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Транспортная ул	14				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	9:55	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Сернурская ул	20				47.92	47	55	12	56.6567	56	39	24	0	0	0	0
22.07.2015	9:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Ураева б-р	14				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	9:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Пархоменко ул	14				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	9:20	Наезд на стоящее ТС	Республика Марий Эл, Волжский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	83	0	48.3817	48	22	54	55.9944	55	59	39	0	0	0	0
22.07.2015	9:20	Наезд на стоящее ТС	Республика Марий Эл, Волжский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	83	0	48.3817	48	22	54	55.9944	55	59	39	0	0	0	0
22.07.2015	9:00	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Дружбы ул	8				48.3375	48	20	15	55.8667	55	52	0	0	0	0	0
22.07.2015	8:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	20				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.07.2015	8:25	Наезд на пешехода	Республика Марий Эл, Мари-Турекский район			Елеево - Мари-Турек - Лопово	26	250	49.4386	49	26	18	56.4333	56	25	59	0	0	1	0
22.07.2015	8:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Герцена ул	22				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	7:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	46				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.07.2015	0:25	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Козьмодемьянск	43	0	47.1858	47	11	9	56.3421	56	20	31	0	0	0	0
22.08.2015	23:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Кремвская	39				47.8572	47	51	25	56.49	56	29	24	0	0	0	0
22.08.2015	22:20	Столкновение	Республика Марий Эл, Волжский район, Эмековский, п Яльчик	Центральная ул	1				48.4119	48	24	42	56.0239	56	1	26	0	0	0	0
22.08.2015	22:10	Опрокидывание	Республика Марий Эл, Куженерский район			Русский Кугунур - Большой Ляждур	7	850	49.2022	49	12	7	56.8156	56	48	56	1	0	2	0
22.08.2015	20:45	Наезд на препятствие	Республика Марий Эл, Оршанский район, Оршанка	Советская ул	53				47.9	47	54	0	56.9092	56	54	33	0	0	0	0
22.08.2015	20:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Чернякова ул	7Б				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	20:10	Иной вид ДТП	Республика Марий Эл, Звениговский район, Красногорский	Транспортная ул	7				48.3117	48	18	42	56.1472	56	8	49	0	0	0	0
22.08.2015	20:05	Съезд с дороги	Республика Марий Эл, Сернурский район			Йошкар-Ола - Уржум	89	175	49.1664	49	9	59	56.925	56	55	30	0	0	3	1
22.08.2015	19:00	Столкновение	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Авиации ул	2				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	17:10	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	8Г				47.8867	47	53	12	56.6567	56	39	24	0	0	0	0
22.08.2015	17:00	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Козьмодемьянск	8	0	47.4893	47	29	21	56.382	56	22	55	0	0	0	0
22.08.2015	15:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Сернурская ул	2				47.8572	47	51	25	56.6569	56	39	24	0	0	0	0
22.08.2015	14:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Вознесенская	39				47.8528	47	51	10	56.5572	56	33	25	0	0	0	0
22.08.2015	14:50	Столкновение	Республика Марий Эл, Волжск	Кошкина ул	9				48.3847	48	23	4	55.8689	55	52	8	0	0	0	0
22.08.2015	14:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	111				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	14:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	23				47.8561	47	51	21	56.6567	56	39	24	0	0	0	0
22.08.2015	14:10	Иной вид ДТП	Республика Марий Эл, Звениговский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	69	0	47.5619	47	33	42	58.1625	58	9	45	0	0	0	0
22.08.2015	14:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	59				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	14:00	Наезд на препятствие	Республика Марий Эл, Звениговский район, Кожласолинский, д Кушнур	Кушнур ул	71				48.2353	48	14	7	56.1694	56	10	9	0	0	0	0
22.08.2015	13:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	113				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	13:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8569	47	51	24	56.6567	56	39	24	0	0	0	0
22.08.2015	12:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	173А				47.8569	47	51	24	56.6567	56	39	24	0	0	0	0
22.08.2015	11:50	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кырля ул	5				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	11:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	129				47.8572	47	51	25	56.6567	56	39	24	0	0	0	0
22.08.2015	11:30	Наезд на препятствие	Республика Марий Эл, Волжск	Вавилова ул	5				48	48	0	0	55	55	0	0	0	0	0	0
