04.01.2015,15:10,Наезд на препятствие,"Республика Марий Эл, Горномарийский район, Козьмодемьянск",Космонавтов б-р,1А,,,,46.5353,56.3336,0,0,0,0
04.01.2015,15:00,Столкновение,"Республика Марий Эл, Горномарийский район, Козьмодемьянск",Гагарина ул,33,,,,46.5358,56.3333,0,0,0,0
04.01.2015,14:15,Столкновение,"Республика Марий Эл, Йошкар-Ола",Сернурская ул,9,,,,47.8511,56.6753,0,0,0,0
04.01.2015,13:50,Столкновение,"Республика Марий Эл, Йошкар-Ола",Машиностроителей ул.,6Д,,,,47.8567,56.6406,0,0,0,0
04.01.2015,13:45,Столкновение,"Республика Марий Эл, Звениговский район, Звенигово",Ленина ул,23,,,,48,55.15,0,0,0,0
04.01.2015,13:40,Столкновение,"Республика Марий Эл, Йошкар-Ола",Машиностроителей ул.,128,,,,47.8233,56.6261,0,0,0,0
04.01.2015,13:30,Опрокидывание,"Республика Марий Эл, Килемарский район",,,Йошкар-Ола - Козьмодемьянск,51,830,47.1339,56.5567,0,0,0,0
04.01.2015,12:50,Наезд на препятствие,"Республика Марий Эл, Йошкар-Ола",Петрова ул,8,,,,47.9181,56.6308,0,0,0,0
04.01.2015,12:40,Столкновение,"Республика Марий Эл, Йошкар-Ола",Водопроводная,5,,,,47.9078,56.6486,0,0,0,0
04.01.2015,12:15,Столкновение,"Республика Марий Эл, Медведевский район",,,"Йошкар-Ола - Зеленодольск до магистрали ""Волга""",37,140,48.1232,56.2215,0,0,0,0
04.01.2015,12:08,Наезд на стоящее ТС,"Республика Марий Эл, Оршанский район, Оршанка",Крупина ул,21,,,,47.8953,56.9147,0,0,0,0
04.01.2015,11:30,Наезд на препятствие,"Республика Марий Эл, Медведевский район",,,Медведево - Пекшиксола - Большой Яшнур,1,350,47.4457,56.3919,0,0,0,0
04.01.2015,10:45,Иной вид ДТП,"Республика Марий Эл, Йошкар-Ола",Анциферова ул,27,,,,47.9078,56.6458,0,0,0,0
04.01.2015,10:25,Столкновение,"Республика Марий Эл, Йошкар-Ола",Анникова ул,12,,,,47.8383,56.6447,0,0,0,0
04.01.2015,9:35,Столкновение,"Республика Марий Эл, Йошкар-Ола",Водопроводная,57,,,,47.8947,56.6517,0,0,0,0
04.01.2015,9:25,Наезд на стоящее ТС,"Республика Марий Эл, Медведевский район, Знаменский, п Знаменский",Новая ул,21,,,,47.5919,56.3824,0,0,0,0
04.01.2015,9:15,Столкновение,"Республика Марий Эл, Моркинский район, Морки",Пушкина ул,1А,,,,48.9931,56.4314,0,0,0,0
04.01.2015,7:30,Съезд с дороги,"Республика Марий Эл, Оршанский район",,,Оршанка - Пектубаево - Новый Торъял,7,970,48.0069,56.9308,0,0,0,0
04.01.2015,7:20,Столкновение,"Республика Марий Эл, Советский район",,,Йошкар-Ола - Уржум,33,530,48.3564,56.7447,0,0,0,0
04.01.2015,5:30,Столкновение,"Республика Марий Эл, Йошкар-Ола",Красноармейская ул,53,,,,47.8894,56.6417,0,0,0,0
04.01.2015,3:30,Столкновение,"Республика Марий Эл, Йошкар-Ола",Кремлевская,23,,,,47.8572,56.64,0,0,0,0
04.01.2015,3:20,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Эшкинина ул,18,,,,47.9086,56.6308,0,0,0,0
04.01.2015,0:20,Опрокидывание,"Республика Марий Эл, Звениговский район",,,Кокшайск - Красногорский,29,0,48.2119,56.1653,0,0,0,0
05.01.2015,23:55,Наезд на препятствие,"Республика Марий Эл, Горномарийский район, Козьмодемьянск",Быстрова ул,1,,,,46.5342,56.3336,0,0,0,0
05.01.2015,23:15,Столкновение,"Республика Марий Эл, Йошкар-Ола",Пролетарская ул,33,,,,47.8919,56.6456,0,0,0,0
05.01.2015,23:10,Столкновение,"Республика Марий Эл, Йошкар-Ола",,,,,,,,0,0,0,0
05.01.2015,22:40,Столкновение,"Республика Марий Эл, Йошкар-Ола",Эшкинина ул,22Б,,,,47.9144,56.6367,0,0,0,0
05.01.2015,22:15,Столкновение,"Республика Марий Эл, Йошкар-Ола",Красноармейская ул,78 В,,,,47.8756,56.6444,0,0,1,0
05.01.2015,22:05,Столкновение,"Республика Марий Эл, Йошкар-Ола",Петрова ул,18,,,,47.9225,56.6492,0,0,0,0
05.01.2015,21:20,Наезд на пешехода,"Республика Марий Эл, Сернурский район",,,Йошкар-Ола - Уржум,93,390,49.2117,56.899,0,0,1,0
05.01.2015,20:45,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Павленко ул,11,,,,47.9425,56.6308,0,0,0,0
05.01.2015,20:40,Съезд с дороги,"Республика Марий Эл, Медведевский район",,,Йошкар-Ола - Уржум,20,590,48.7395,56.4333,0,0,0,0
05.01.2015,20:35,Съезд с дороги,"Республика Марий Эл, Волжский район",,,Помары - Коркатово,17,600,48.6019,55.9778,0,0,0,0
05.01.2015,20:05,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Прохорова ул,16а,,,,47.8431,56.6317,0,0,0,0
05.01.2015,20:00,Опрокидывание,"Республика Марий Эл, Волжский район",,,Помары - Коркатово,27,700,48.6369,56.0261,0,0,0,0
05.01.2015,19:35,Столкновение,"Республика Марий Эл, Йошкар-Ола",Ленина пр-кт,40,,,,47.8783,56.6369,0,0,0,0
05.01.2015,19:30,Столкновение,"Республика Марий Эл, Йошкар-Ола",Воскресенский пр.,1,,,,47.4092,56.6383,0,0,0,0
05.01.2015,19:20,Съезд с дороги,"Республика Марий Эл, Волжский район",,,"Йошкар-Ола - Зеленодольск до магистрали ""Волга""",78,700,48.3692,56.0189,0,0,0,0
05.01.2015,19:20,Наезд на стоящее ТС,"Республика Марий Эл, Медведевский район",,,,,,47.5428,56.4159,0,0,0,0
05.01.2015,18:50,Столкновение,"Республика Марий Эл, Йошкар-Ола",Ленина пр-кт,40,,,,47.8783,56.6369,0,0,0,0
05.01.2015,17:55,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Кирова ул,6,,,,47.9283,56.6286,0,0,0,0
05.01.2015,17:00,Столкновение,"Республика Марий Эл, Йошкар-Ола",Советская ул,133,,,,47.8564,56.4747,0,0,0,0
05.01.2015,16:30,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Лебедева ул,55,,,,47.9364,56.6228,0,0,4,0
05.01.2015,16:25,Столкновение,"Республика Марий Эл, Горномарийский район, Козьмодемьянск",Шмидта ул,33,,,,46.9519,56.5522,0,0,0,0
05.01.2015,16:00,Столкновение,"Республика Марий Эл, Йошкар-Ола",Строителей ул,54,,,,47.9378,56.6314,0,0,0,0
05.01.2015,15:10,Наезд на стоящее ТС,"Республика Марий Эл, Моркинский район, Морки",Карла Маркса ул,6,,,,48.9964,50.4303,0,0,0,0
05.01.2015,15:00,Столкновение,"Республика Марий Эл, Йошкар-Ола",Набережная ул,26а,,,,47.9058,56.6397,0,0,0,0
05.01.2015,15:00,Столкновение,"Республика Марий Эл, Йошкар-Ола",Маркса ул,114,,,,47.8567,56.6464,0,0,0,0
05.01.2015,15:00,Съезд с дороги,"Республика Марий Эл, Медведевский район",,,"Йошкар-Ола - Зеленодольск до магистрали ""Волга""",32,140,48.1904,56.3893,0,0,0,0
05.01.2015,14:40,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Кирова ул,11 В,,,,47.8933,56.6414,0,0,0,0
05.01.2015,14:30,Наезд на препятствие,"Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка",Набережная ул,4,,,,47.8572,56.8069,0,0,0,0
05.01.2015,14:30,Столкновение,"Республика Марий Эл, Горномарийский район, Козьмодемьянск",Коммунальная ул,2,,,,46.9181,56.5336,0,0,0,0
05.01.2015,14:30,Столкновение,"Республика Марий Эл, Медведевский район",,,Йошкар-Ола - Уржум,13,230,48.0297,56.414,0,0,0,0
05.01.2015,14:20,Наезд на стоящее ТС,"Республика Марий Эл, Йошкар-Ола",Дружбы ул,79а,,,,47.1569,56.8414,0,0,0,0
05.01.2015,13:20,Столкновение,"Республика Марий Эл, Горномарийский район, Виловатовский, с Виловатово",,,,,,46.0517,56.0167,0,0,0,0
05.01.2015,13:15,Наезд на стоящее ТС,"Республика Марий Эл, Медведевский район, Медведево",Терешковой ул,22,,,,47.4895,56.3767,0,0,0,0
05.01.2015,12:50,Столкновение,"Республика Марий Эл, Йошкар-Ола",Воинов-интернационалистов ул,37,,,,47.8483,56.9747,0,0,0,0
05.01.2015,12:50,Наезд на стоящее ТС,"Республика Марий Эл, Советский район, Советский",Маяковского ул,22,,,,48.7461,56.7578,0,0,0,0
